121|12/09/2022|42.84|5.59|0.84|3.84|4473.15|Success: UPDATED in Fundamentals.
123|12/09/2022|19.48|53.7|1.15|4.88|30743.98|Success: UPDATED in Fundamentals.
124|12/09/2022|7.25|122.26|2.63|2.22|2415.56|Success: UPDATED in Fundamentals.
125|12/09/2022|72.98|3.15|0|18.73|35107.49|Success: UPDATED in Fundamentals.
128|12/09/2022|26.32|3.36|0|12.31|165.2|Success: UPDATED in Fundamentals.
131|12/09/2022|13.12|26.99|1.13|1.24|2865.63|Success: UPDATED in Fundamentals.
134|12/09/2022|8.67|63.65|0.91|1.2|773.35|Success: UPDATED in Fundamentals.
135|12/09/2022|42.94|20.91|1|3.99|10826.83|Success: UPDATED in Fundamentals.
136|12/09/2022|66.25|32.88|0.32|13.17|29711.18|Success: UPDATED in Fundamentals.
140|12/09/2022|47.84|8.04|0.65|4.96|959.31|Success: UPDATED in Fundamentals.
141|12/09/2022|10.54|5.16|0.69|1.82|1510.67|Success: UPDATED in Fundamentals.
142|12/09/2022|18.49|24.57|0.66|4.43|444.26|Success: UPDATED in Fundamentals.
146|12/09/2022|36.31|6.29|0.54|1.7|672.2|Success: UPDATED in Fundamentals.
148|12/09/2022|32.75|17.03|1.97|3.59|9896.85|Success: UPDATED in Fundamentals.
149|12/09/2022|36.65|115.98|1.24|11.44|7055.66|Success: UPDATED in Fundamentals.
150|12/09/2022|242.79|0.77|0|4.16|11691.18|Success: UPDATED in Fundamentals.
151|12/09/2022|50.94|69.45|0.59|8.96|96734.96|Success: UPDATED in Fundamentals.
152|12/09/2022|39.45|9.39|0.38|4.58|4155.89|Success: UPDATED in Fundamentals.
154|12/09/2022|5.97|6.33|2.12|0.56|2247.61|Success: UPDATED in Fundamentals.
155|12/09/2022|85.31|6.56|0.21|17.82|17735.81|Success: UPDATED in Fundamentals.
156|12/09/2022|1.4|59.15|0|1.15|1406.68|Success: UPDATED in Fundamentals.
159|12/09/2022|0|0|0|3.19|3442.59|Success: UPDATED in Fundamentals.
161|12/09/2022|36.07|55.17|0.35|3.33|26254.2|Success: UPDATED in Fundamentals.
164|12/09/2022|32.51|5.35|2.47|6.93|5494.57|Success: UPDATED in Fundamentals.
165|12/09/2022|23.52|28.98|0.88|1.97|1068.77|Success: UPDATED in Fundamentals.
166|12/09/2022|10.25|139.99|1.57|1.93|1803.01|Success: UPDATED in Fundamentals.
167|12/09/2022|0|0|0|2.63|10.31|Success: UPDATED in Fundamentals.
171|12/09/2022|16.66|29.1|1.24|2.27|7412.97|Success: UPDATED in Fundamentals.
175|12/09/2022|79.72|237.97|1.05|78.57|182920.86|Success: UPDATED in Fundamentals.
176|12/09/2022|23.63|3.39|0.31|2.04|403.21|Success: UPDATED in Fundamentals.
180|12/09/2022|43.27|13.66|0|1|352.86|Success: UPDATED in Fundamentals.
181|12/09/2022|267.5|0.08|0|0.8|150.91|Success: UPDATED in Fundamentals.
183|12/09/2022|0|0|0|1.93|82.47|Success: UPDATED in Fundamentals.
184|12/09/2022|22.29|7.69|0.9|3.21|2462.06|Success: UPDATED in Fundamentals.
189|12/09/2022|10.93|72.48|1.26|1.09|1840.24|Success: UPDATED in Fundamentals.
190|12/09/2022|48.35|75.48|0.19|7.55|7523.98|Success: UPDATED in Fundamentals.
195|12/09/2022|56.68|25.08|6.33|8.99|24081.07|Success: UPDATED in Fundamentals.
196|12/09/2022|7.84|56.98|2.24|3.57|408.73|Success: UPDATED in Fundamentals.
197|12/09/2022|26.83|11.05|0|2.03|1649.43|Success: UPDATED in Fundamentals.
198|12/09/2022|4.97|146.07|0|23.98|935.77|Success: UPDATED in Fundamentals.
199|12/09/2022|21.74|49.3|9.33|3.47|2472.64|Success: UPDATED in Fundamentals.
200|12/09/2022|64.45|7.9|0.44|6.58|27439.1|Success: UPDATED in Fundamentals.
201|12/09/2022|269.04|0.83|1.34|1.5|482.33|Success: UPDATED in Fundamentals.
204|12/09/2022|48.47|8.52|0.73|6.32|7969.5|Success: UPDATED in Fundamentals.
207|12/09/2022|6.63|77.47|1.93|1.12|7334.18|Success: UPDATED in Fundamentals.
208|12/09/2022|78.18|2.28|0.11|4.44|4127.61|Success: UPDATED in Fundamentals.
209|12/09/2022|74.75|29.24|0.55|15.51|24198.41|Success: UPDATED in Fundamentals.
210|12/09/2022|29.67|3.04|0|0|158.84|Success: UPDATED in Fundamentals.
211|12/09/2022|8.66|10.67|0|0.45|72.68|Success: UPDATED in Fundamentals.
213|12/09/2022|5.97|130.8|1.28|1.54|12128.98|Success: UPDATED in Fundamentals.
214|12/09/2022|0|0|0|2.02|169.22|Success: UPDATED in Fundamentals.
216|12/09/2022|18.39|33.36|1.14|8.62|891.12|Success: UPDATED in Fundamentals.
217|12/09/2022|9.75|98.11|1.05|1.19|7025.27|Success: UPDATED in Fundamentals.
218|12/09/2022|41.35|11.5|1.32|4.2|94427.36|Success: UPDATED in Fundamentals.
225|12/09/2022|100|0.38|0|0.83|22.68|Success: UPDATED in Fundamentals.
226|12/09/2022|5.66|27.83|1.59|0.54|6282|Success: UPDATED in Fundamentals.
227|12/09/2022|33.78|52.37|0.57|2.4|116449.42|Success: UPDATED in Fundamentals.
230|12/09/2022|30.51|79.36|1.24|3.67|439614|Success: UPDATED in Fundamentals.
233|12/09/2022|11.84|14.04|0|2.22|306.9|Success: UPDATED in Fundamentals.
237|12/09/2022|20.9|136.73|3.32|3.62|57090.21|Success: UPDATED in Fundamentals.
242|12/09/2022|124.57|26.72|0.16|15.82|70534.76|Success: UPDATED in Fundamentals.
243|12/09/2022|19.86|36.42|1.38|2.58|1786.26|Success: UPDATED in Fundamentals.
245|12/09/2022|0|0|0|4.46|2091.01|Success: UPDATED in Fundamentals.
247|12/09/2022|52.34|0.32|0|0|349.5|Success: UPDATED in Fundamentals.
249|12/09/2022|0|0|0|0.51|1435.75|Success: UPDATED in Fundamentals.
250|12/09/2022|9.25|38.99|1.39|1.68|2333.96|Success: UPDATED in Fundamentals.
251|12/09/2022|9.94|121.34|3.32|1.23|4655|Success: UPDATED in Fundamentals.
252|12/09/2022|15.91|27.09|0.92|1.77|96864.48|Success: UPDATED in Fundamentals.
253|12/09/2022|18.93|18.97|0.56|0.58|530.35|Success: UPDATED in Fundamentals.
255|12/09/2022|66.92|38.56|1.32|12.43|606265.03|Success: UPDATED in Fundamentals.
256|12/09/2022|26.77|228.07|8.02|9.66|14059.35|Success: UPDATED in Fundamentals.
257|12/09/2022|0|0|0|1.63|671.79|Success: UPDATED in Fundamentals.
259|12/09/2022|14.68|243.18|1.83|2.6|2681.94|Success: UPDATED in Fundamentals.
262|12/09/2022|17.91|13.25|2.1|2.58|5370.25|Success: UPDATED in Fundamentals.
265|12/09/2022|8.31|38.32|1.57|3.74|1579.13|Success: UPDATED in Fundamentals.
266|12/09/2022|31.45|63.58|3.75|7.24|9107.38|Success: UPDATED in Fundamentals.
268|12/09/2022|43.25|1.86|2.98|1.02|211.18|Success: UPDATED in Fundamentals.
270|12/09/2022|95.9|2.51|0.42|1.28|7459.23|Success: UPDATED in Fundamentals.
278|12/09/2022|63.4|3.62|10.89|0.52|136.35|Success: UPDATED in Fundamentals.
281|12/09/2022|0|0|0|6.67|4245.89|Success: UPDATED in Fundamentals.
282|12/09/2022|130.62|2.41|0.13|5.52|44714.18|Success: UPDATED in Fundamentals.
283|12/09/2022|11.26|15.23|1.17|1.28|831.11|Success: UPDATED in Fundamentals.
284|12/09/2022|77.86|43.84|0.4|10.36|29108.62|Success: UPDATED in Fundamentals.
287|12/09/2022|52.47|1.56|1.22|5.7|439.66|Success: UPDATED in Fundamentals.
288|12/09/2022|60.97|88.78|1.27|20.49|17641.94|Success: UPDATED in Fundamentals.
291|12/09/2022|14.25|29.6|2.84|1.48|202.51|Success: UPDATED in Fundamentals.
292|12/09/2022|14.54|8.18|4.62|6.56|11765.61|Success: UPDATED in Fundamentals.
295|12/09/2022|57.72|36.74|0.94|12.13|6694.47|Success: UPDATED in Fundamentals.
296|12/09/2022|16.9|22.03|0.54|0.95|88.96|Success: UPDATED in Fundamentals.
298|12/09/2022|40.37|48.5|2.81|0.51|9906.31|Success: UPDATED in Fundamentals.
299|12/09/2022|20.35|107.65|0.46|4.19|3212.66|Success: UPDATED in Fundamentals.
300|12/09/2022|0|0|2.02|0.87|2794.85|Success: UPDATED in Fundamentals.
301|12/09/2022|25.29|13.08|3.46|6.68|409956.8|Success: UPDATED in Fundamentals.
302|12/09/2022|7.84|20.18|0.95|1.78|163.42|Success: UPDATED in Fundamentals.
303|12/09/2022|41.71|44.87|0.88|6.88|14473.9|Success: UPDATED in Fundamentals.
304|12/09/2022|22.75|6.99|0.94|1.55|3916.3|Success: UPDATED in Fundamentals.
305|12/09/2022|0|0|0|3.8|337.37|Success: UPDATED in Fundamentals.
306|12/09/2022|23.25|0.16|0|5.83|323.02|Success: UPDATED in Fundamentals.
307|12/09/2022|0|0|0|5.91|281.28|Success: UPDATED in Fundamentals.
311|12/09/2022|17.1|5.76|0|1.22|284.47|Success: UPDATED in Fundamentals.
315|12/09/2022|17.36|0.64|0|0|25.66|Success: UPDATED in Fundamentals.
316|12/09/2022|24.01|5.01|0.83|2.14|1550.92|Success: UPDATED in Fundamentals.
318|12/09/2022|41.3|14.59|0.66|5.91|3888.61|Success: UPDATED in Fundamentals.
322|12/09/2022|7.4|45.03|0|1.06|1454.31|Success: UPDATED in Fundamentals.
326|12/09/2022|14.07|70.71|0.15|1.41|99.5|Success: UPDATED in Fundamentals.
327|12/09/2022|14.34|430.7|0.81|2.35|38.91|Success: UPDATED in Fundamentals.
328|12/09/2022|80.01|21.98|0.28|7.49|22310.72|Success: UPDATED in Fundamentals.
329|12/09/2022|0|0|0|2.42|1626.32|Success: UPDATED in Fundamentals.
332|12/09/2022|135.1|0.48|0|4.53|157.75|Success: UPDATED in Fundamentals.
334|12/09/2022|0|0.07|0|16.84|260.17|Success: UPDATED in Fundamentals.
336|12/09/2022|27.28|12.5|0.88|2.41|2708.24|Success: UPDATED in Fundamentals.
337|12/09/2022|39.39|31.01|1.51|6.98|33862.75|Success: UPDATED in Fundamentals.
341|12/09/2022|7.02|5.84|0|1.54|339.85|Success: UPDATED in Fundamentals.
342|12/09/2022|43.33|46.85|0.62|7.01|7067.13|Success: UPDATED in Fundamentals.
344|12/09/2022|25.99|11.2|2.58|2.01|218.29|Success: UPDATED in Fundamentals.
345|12/09/2022|111.59|12.55|0.12|18.3|49782.46|Success: UPDATED in Fundamentals.
346|12/09/2022|53.85|239.38|0.31|6.94|13771.83|Success: UPDATED in Fundamentals.
347|12/09/2022|0|0|0|0.29|6.74|Success: UPDATED in Fundamentals.
348|12/09/2022|37.08|52.9|1.12|4.11|275649.33|Success: UPDATED in Fundamentals.
352|12/09/2022|29.47|3.66|0|8.46|67.2|Success: UPDATED in Fundamentals.
355|12/09/2022|0|0|0|0.44|48.66|Success: UPDATED in Fundamentals.
357|12/09/2022|22.55|35.38|0.38|2.89|18853.77|Success: UPDATED in Fundamentals.
361|12/09/2022|8.03|43.96|0|0.73|497.41|Success: UPDATED in Fundamentals.
363|12/09/2022|36.83|124.23|1.75|0.23|5229.57|Success: UPDATED in Fundamentals.
365|12/09/2022|28.64|45.29|0.86|4.14|161242.07|Success: UPDATED in Fundamentals.
366|12/09/2022|0|0|0|1.8|92.22|Success: UPDATED in Fundamentals.
367|12/09/2022|14.11|25.72|0.41|1.34|998.01|Success: UPDATED in Fundamentals.
368|12/09/2022|17.73|7.28|0.93|2.24|1529.5|Success: UPDATED in Fundamentals.
370|12/09/2022|17.45|14.74|0.47|0.99|14.66|Success: UPDATED in Fundamentals.
372|12/09/2022|0|0.2|0|4.02|27157.08|Success: UPDATED in Fundamentals.
378|12/09/2022|39.33|437.94|1.22|4.75|50805.15|Success: UPDATED in Fundamentals.
381|12/09/2022|51.37|6.73|0|1.38|169.07|Success: UPDATED in Fundamentals.
382|12/09/2022|0|0|0|0|2.44|Success: UPDATED in Fundamentals.
383|12/09/2022|27.04|3.68|0|0|9.05|Success: UPDATED in Fundamentals.
384|12/09/2022|19.33|2.53|0|0.64|230.53|Success: UPDATED in Fundamentals.
385|12/09/2022|16.71|20.79|0|7.52|873.96|Success: UPDATED in Fundamentals.
387|12/09/2022|42.76|1.61|0|0.49|172.4|Success: UPDATED in Fundamentals.
390|12/09/2022|6.35|2.48|0|0|439.74|Success: UPDATED in Fundamentals.
391|12/09/2022|60.81|1411.25|0.17|2.64|36387.96|Success: UPDATED in Fundamentals.
392|12/09/2022|12.44|9.28|1.27|1.66|1668.2|Success: UPDATED in Fundamentals.
396|12/09/2022|18.52|10.38|4.68|2.78|4356.64|Success: UPDATED in Fundamentals.
398|12/09/2022|11.33|10.59|2.09|0.83|79|Success: UPDATED in Fundamentals.
401|12/09/2022|11.34|16.83|1.57|1.16|863.04|Success: UPDATED in Fundamentals.
409|12/09/2022|111.47|15.91|0.28|1.9|1019.23|Success: UPDATED in Fundamentals.
410|12/09/2022|225.6|4.3|0.19|26.18|2213.77|Success: UPDATED in Fundamentals.
412|12/09/2022|43.57|23.36|3.24|1.05|24293.58|Success: UPDATED in Fundamentals.
414|12/09/2022|34.22|10.93|6.95|7.05|3370.49|Success: UPDATED in Fundamentals.
415|12/09/2022|24.58|11.67|1.05|3.33|4778.74|Success: UPDATED in Fundamentals.
419|12/09/2022|47.46|0.69|0.46|1.58|391.82|Success: UPDATED in Fundamentals.
420|12/09/2022|0|0|0.77|0.45|691.72|Success: UPDATED in Fundamentals.
421|12/09/2022|83.4|0.81|0|4.69|1206.44|Success: UPDATED in Fundamentals.
425|12/09/2022|400.83|0.12|0|1.09|645.65|Success: UPDATED in Fundamentals.
433|12/09/2022|23.15|21.48|0.24|5.2|427.64|Success: UPDATED in Fundamentals.
434|12/09/2022|39.45|109.09|0.81|6.87|19686.39|Success: UPDATED in Fundamentals.
435|12/09/2022|11.82|11.89|3.56|2.04|5305.24|Success: UPDATED in Fundamentals.
436|12/09/2022|0|0|0|0|15.08|Success: UPDATED in Fundamentals.
439|12/09/2022|116.06|3.12|0|9.28|341.28|Success: UPDATED in Fundamentals.
440|12/09/2022|9.49|97.48|0.32|1.6|37|Success: UPDATED in Fundamentals.
444|12/09/2022|6.13|9.56|0|0.38|1049.42|Success: UPDATED in Fundamentals.
445|12/09/2022|14.75|34.8|0.76|1.81|2793.36|Success: UPDATED in Fundamentals.
446|12/09/2022|71.84|50.11|0.09|14.65|56269.32|Success: UPDATED in Fundamentals.
447|12/09/2022|0|0|0|0|14.12|Success: UPDATED in Fundamentals.
450|12/09/2022|24.85|1.64|2.45|2.13|95.76|Success: UPDATED in Fundamentals.
451|12/09/2022|34.04|169.81|2.6|14.34|3057.67|Success: UPDATED in Fundamentals.
453|12/09/2022|11.11|2.83|0.64|1.01|128.95|Success: UPDATED in Fundamentals.
455|12/09/2022|19.57|3.91|0|7.78|1853.93|Success: UPDATED in Fundamentals.
457|12/09/2022|20.55|65.2|0.22|6.8|1642.9|Success: UPDATED in Fundamentals.
463|12/09/2022|0|0|0|0|5.98|Success: UPDATED in Fundamentals.
465|12/09/2022|29.76|7.66|1.32|2.61|4432.92|Success: UPDATED in Fundamentals.
466|12/09/2022|10.34|6.67|0|0.54|131.01|Success: UPDATED in Fundamentals.
470|12/09/2022|25.34|35.14|1.35|2.52|1271.42|Success: UPDATED in Fundamentals.
474|12/09/2022|11.02|91.99|0.3|3.72|6746.58|Success: UPDATED in Fundamentals.
476|12/09/2022|38.55|67.38|0.31|3.73|1757336.86|Success: UPDATED in Fundamentals.
478|12/09/2022|22.08|41.9|0|1.46|283.99|Success: UPDATED in Fundamentals.
480|12/09/2022|82.46|177.37|1.09|64.37|47478.21|Success: UPDATED in Fundamentals.
483|12/09/2022|33.33|0.48|0|1.28|12.63|Success: UPDATED in Fundamentals.
484|12/09/2022|0|0|0|3.51|38.52|Success: UPDATED in Fundamentals.
491|12/09/2022|0|0.23|0.09|20.62|3204.22|Success: UPDATED in Fundamentals.
499|12/09/2022|0|0|0|0.9|472.29|Success: UPDATED in Fundamentals.
502|12/09/2022|6.39|42.3|16.66|1.29|100457.24|Success: UPDATED in Fundamentals.
503|12/09/2022|12.33|22.86|0.85|1.46|1777.89|Success: UPDATED in Fundamentals.
505|12/09/2022|0|0|0|3.43|1223.35|Success: UPDATED in Fundamentals.
508|12/09/2022|42.9|562.75|0.37|5.04|87111.73|Success: UPDATED in Fundamentals.
510|12/09/2022|20.11|3.52|4.94|3.27|1019.72|Success: UPDATED in Fundamentals.
512|12/09/2022|46.26|14.63|1.11|2.77|379.08|Success: UPDATED in Fundamentals.
513|12/09/2022|46.89|58.16|0.62|10.61|80843.94|Success: UPDATED in Fundamentals.
514|12/09/2022|88.78|33.44|0.27|9.96|105721.42|Success: UPDATED in Fundamentals.
516|12/09/2022|9.62|50.02|1.91|2.41|2255.39|Success: UPDATED in Fundamentals.
519|12/09/2022|25.15|25.01|0|3.79|2671.63|Success: UPDATED in Fundamentals.
525|12/09/2022|7.1|8.82|0.8|2.07|1274.79|Success: UPDATED in Fundamentals.
526|12/09/2022|41.91|58.3|0.67|1.9|1871.41|Success: UPDATED in Fundamentals.
527|12/09/2022|0|0|0|2.62|15.88|Success: UPDATED in Fundamentals.
529|12/09/2022|0.85|28.57|10.27|0.8|156.64|Success: UPDATED in Fundamentals.
534|12/09/2022|21.52|131.03|2.02|3.45|589.27|Success: UPDATED in Fundamentals.
535|12/09/2022|15.39|36.02|0.9|2.66|6524.22|Success: UPDATED in Fundamentals.
537|12/09/2022|0|0|0|1.55|140.3|Success: UPDATED in Fundamentals.
538|12/09/2022|54.46|86.09|0.94|3.27|9486.22|Success: UPDATED in Fundamentals.
539|12/09/2022|41.92|21.15|0.74|7.32|18632.08|Success: UPDATED in Fundamentals.
540|12/09/2022|26.66|84.39|0.89|3.63|24998.61|Success: UPDATED in Fundamentals.
541|12/09/2022|31.86|66.33|1.14|7.92|26842.05|Success: UPDATED in Fundamentals.
543|12/09/2022|5.76|9.31|0|0|209.04|Success: UPDATED in Fundamentals.
544|12/09/2022|0|0|0|7.12|1149.86|Success: UPDATED in Fundamentals.
547|12/09/2022|0|0|0|14.74|116.28|Success: UPDATED in Fundamentals.
548|12/09/2022|20.51|41.13|0.65|6.29|841.34|Success: UPDATED in Fundamentals.
549|12/09/2022|15.99|30.89|0.51|2.27|610.15|Success: UPDATED in Fundamentals.
552|12/09/2022|30.94|37.47|1.08|1.92|29531.78|Success: UPDATED in Fundamentals.
554|12/09/2022|20.33|11.94|0.72|7.13|77566.87|Success: UPDATED in Fundamentals.
555|12/09/2022|0|0|0|0|25.85|Success: UPDATED in Fundamentals.
556|12/09/2022|9.91|17.04|0|0|185.68|Success: UPDATED in Fundamentals.
557|12/09/2022|90.11|9.16|0.73|6.48|76069.49|Success: UPDATED in Fundamentals.
560|12/09/2022|0|0|0|7.55|161089.02|Success: UPDATED in Fundamentals.
562|12/09/2022|0|0.12|0.11|1.26|847.39|Success: UPDATED in Fundamentals.
563|12/09/2022|16.69|14.71|1.02|2.9|2514.14|Success: UPDATED in Fundamentals.
564|12/09/2022|0|0|0|1.88|3664.26|Success: UPDATED in Fundamentals.
565|12/09/2022|9.29|35.28|1.22|2.93|3430.04|Success: UPDATED in Fundamentals.
566|12/09/2022|4.29|25.11|4.74|1.06|131534.62|Success: UPDATED in Fundamentals.
569|12/09/2022|0|0|0|0.83|120.21|Success: UPDATED in Fundamentals.
570|12/09/2022|15.35|122.25|1.2|2.16|1048.08|Success: UPDATED in Fundamentals.
573|12/09/2022|222.49|2.99|0.08|10.52|12490.31|Success: UPDATED in Fundamentals.
574|12/09/2022|0|0|0|0|751.73|Success: UPDATED in Fundamentals.
576|12/09/2022|17.41|21.13|1.36|1.25|1074.27|Success: UPDATED in Fundamentals.
577|12/09/2022|0|0|1.02|1.04|2766.95|Success: UPDATED in Fundamentals.
578|12/09/2022|65.6|5.25|0|8.48|2503.1|Success: UPDATED in Fundamentals.
587|12/09/2022|20.56|10.98|0.66|1.39|783.42|Success: UPDATED in Fundamentals.
592|12/09/2022|58.7|5.53|1.54|4.03|5170.88|Success: UPDATED in Fundamentals.
594|12/09/2022|14.31|3.47|0|0|81.4|Success: UPDATED in Fundamentals.
595|12/09/2022|36.89|0.19|0|3.96|63.08|Success: UPDATED in Fundamentals.
597|12/09/2022|53.83|17.97|0.57|5.75|32004.83|Success: UPDATED in Fundamentals.
598|12/09/2022|14.86|218.22|4.32|4.66|5008.27|Success: UPDATED in Fundamentals.
601|12/09/2022|0|0|0|0|45.04|Success: UPDATED in Fundamentals.
602|12/09/2022|0|0|0|1.38|244.03|Success: UPDATED in Fundamentals.
605|12/09/2022|15.23|4.76|0|0.83|86.64|Success: UPDATED in Fundamentals.
606|12/09/2022|56.15|140.74|0.82|10.97|1580.57|Success: UPDATED in Fundamentals.
607|12/09/2022|11.4|49.81|1.06|2.49|3749.33|Success: UPDATED in Fundamentals.
609|12/09/2022|21.51|33.38|1.16|2.56|1728.08|Success: UPDATED in Fundamentals.
610|12/09/2022|50.21|52.1|0.92|9.06|5749.29|Success: UPDATED in Fundamentals.
614|12/09/2022|18.44|22.88|1.42|4.26|231432.7|Success: UPDATED in Fundamentals.
615|12/09/2022|17.76|72.64|0.78|2.4|1260.2|Success: UPDATED in Fundamentals.
616|12/09/2022|12.91|20.63|0.75|2.67|39.95|Success: UPDATED in Fundamentals.
618|12/09/2022|25.46|32.98|0.16|11.06|1487.7|Success: UPDATED in Fundamentals.
619|12/09/2022|28.78|21.46|0|1.42|560.21|Success: UPDATED in Fundamentals.
620|12/09/2022|0|0|0|0|86.22|Success: UPDATED in Fundamentals.
621|12/09/2022|10.56|17.4|0.54|0.17|540.81|Success: UPDATED in Fundamentals.
622|12/09/2022|33.17|65.64|0.69|5.3|3289.75|Success: UPDATED in Fundamentals.
625|12/09/2022|15.5|8.32|0.97|1.92|37.46|Success: UPDATED in Fundamentals.
626|12/09/2022|177.84|70.32|0.16|0.58|187.59|Success: UPDATED in Fundamentals.
628|12/09/2022|64.63|0.19|0|1.79|49.4|Success: UPDATED in Fundamentals.
632|12/09/2022|22.1|3.33|2.45|1.86|1889.91|Success: UPDATED in Fundamentals.
633|12/09/2022|67.78|44.68|0.33|15.63|15472.43|Success: UPDATED in Fundamentals.
